Frequency[MHz];Amplitude RX1[mV] at pwm=100
 91.313;1174
 91.375;1171
 91.438;1162
 91.500;1164
 91.563;1166
 91.625;1162
 91.688;1171
 91.750;1154
 91.813;1171
 91.875;1166
 91.938;1164
 92.000;1181
 92.063;1171
 92.125;1162
 92.188;1157
 92.250;1166
 92.313;1166
 92.375;1171
 92.438;1179
 92.500;1169
 92.563;1164
 92.625;1174
 92.688;1164
 92.750;1166
 92.813;1181
 92.875;1162
 92.938;1171
 93.000;1164
 93.063;1169
 93.125;1176
 93.188;1166
 93.250;1166
 93.313;1176
 93.375;1162
 93.438;1159
 93.500;1162
 93.563;1171
 93.625;1166
 93.688;1174
 93.750;1166
 93.813;1164
 93.875;1162
 93.938;1169
 94.000;1159
 94.063;1164
 94.125;1159
 94.188;1164
 94.250;1174
 94.313;1169
 94.375;1179
 94.438;1171
 94.500;1169
 94.563;1166
 94.625;1171
 94.688;1159
 94.750;1171
 94.813;1174
 94.875;1166
 94.938;1169
 95.000;1162
 95.063;1162
 95.125;1166
 95.188;1171
 95.250;1171
 95.313;1164
 95.375;1159
 95.438;1159
 95.500;1166
 95.563;1162
 95.625;1169
 95.688;1164
 95.750;1159
 95.813;1169
 95.875;1162
 95.938;1166
 96.000;1176
 96.063;1162
 96.125;1154
 96.188;1154
 96.250;1171
 96.313;1166
 96.375;1166
 96.438;1157
 96.500;1169
 96.563;1164
 96.625;1169
 96.688;1166
 96.750;1162
 96.813;1166
 96.875;1157
 96.938;1166
 97.000;1169
 97.063;1171
 97.125;1162
 97.188;1152
 97.250;1162
 97.313;1162
 97.375;1162
 97.438;1171
 97.500;1164
 97.563;1152
 97.625;1159
 97.688;1171
 97.750;1164
 97.813;1166
 97.875;1166
 97.938;1162
 98.000;1159
 98.063;1179
 98.125;1159
 98.188;1162
 98.250;1157
 98.313;1157
 98.375;1152
 98.438;1159
 98.500;1159
 98.563;1171
 98.625;1162
 98.688;1162
 98.750;1166
 98.813;1157
 98.875;1169
 98.938;1164
 99.000;1166
 99.063;1152
 99.125;1162
 99.188;1159
 99.250;1152
 99.313;1169
 99.375;1162
