Frequency[MHz];Amplitude RX1[mV] at pwm=100
118.563;1347
118.625;1342
118.688;1347
118.750;1364
118.813;1350
118.875;1350
118.938;1350
119.000;1333
119.063;1320
119.125;1335
119.188;1333
119.250;1345
119.313;1330
119.375;1320
119.438;1333
119.500;1342
119.563;1350
119.625;1389
119.688;1408
119.750;1379
119.813;1367
119.875;1352
119.938;1362
120.000;1352
120.063;1357
120.125;1364
120.188;1342
120.250;1345
120.313;1347
120.375;1330
120.438;1330
120.500;1330
120.563;1340
120.625;1359
120.688;1374
120.750;1357
120.813;1359
120.875;1367
120.938;1362
121.000;1350
121.063;1335
121.125;1315
121.188;1308
121.250;1320
121.313;1323
121.375;1335
121.438;1320
121.500;1330
121.563;1342
121.625;1340
121.688;1379
121.750;1430
121.813;1433
121.875;1384
121.938;1376
122.000;1352
122.063;1357
122.125;1328
122.188;1308
122.250;1313
122.313;1313
122.375;1311
122.438;1328
122.500;1313
122.563;1318
122.625;1323
122.688;1335
122.750;1359
122.813;1350
122.875;1340
122.938;1354
123.000;1357
123.063;1318
123.125;1325
123.188;1303
123.250;1293
123.313;1303
123.375;1298
123.438;1311
123.500;1306
123.563;1303
123.625;1313
123.688;1311
123.750;1325
123.813;1369
123.875;1406
123.938;1379
124.000;1345
124.063;1325
124.125;1311
124.188;1318
124.250;1301
124.313;1293
124.375;1296
124.438;1293
124.500;1274
124.563;1291
124.625;1293
124.688;1289
124.750;1303
124.813;1320
124.875;1340
124.938;1345
125.000;1369
125.063;1406
125.125;1362
125.188;1337
125.250;1337
125.313;1286
125.375;1279
125.438;1284
125.500;1286
125.563;1286
125.625;1293
125.688;1284
125.750;1296
125.813;1289
125.875;1306
125.938;1342
126.000;1357
126.063;1342
126.125;1320
126.188;1303
126.250;1293
126.313;1284
126.375;1308
126.438;1323
126.500;1318
126.563;1308
126.625;1311
126.688;1296
126.750;1281
126.813;1296
126.875;1313
126.938;1311
127.000;1318
127.063;1298
127.125;1293
127.188;1296
127.250;1293
127.313;1298
127.375;1298
127.438;1296
127.500;1293
127.563;1289
127.625;1301
127.688;1311
127.750;1286
127.813;1293
127.875;1306
127.938;1308
128.000;1315
128.063;1342
128.125;1337
128.188;1328
128.250;1311
128.313;1308
128.375;1308
128.438;1296
128.500;1293
128.563;1308
128.625;1296
128.688;1293
128.750;1313
128.813;1311
128.875;1291
128.938;1315
129.000;1318
129.063;1306
129.125;1320
129.188;1291
129.250;1315
129.313;1303
129.375;1303
129.438;1323
129.500;1311
129.563;1303
129.625;1318
129.688;1315
129.750;1306
129.813;1318
129.875;1306
129.938;1313
130.000;1315
130.063;1320
130.125;1325
130.188;1328
130.250;1318
130.313;1306
130.375;1308
130.438;1303
130.500;1318
130.563;1303
130.625;1308
130.688;1318
130.750;1306
130.813;1303
130.875;1311
130.938;1303
131.000;1315
131.063;1320
131.125;1311
131.188;1325
131.250;1311
131.313;1311
131.375;1308
131.438;1313
131.500;1311
131.563;1318
131.625;1318
131.688;1298
131.750;1320
131.813;1301
131.875;1303
131.938;1313
132.000;1313
132.063;1313
132.125;1315
132.188;1318
132.250;1335
132.313;1320
132.375;1315
132.438;1306
132.500;1308
132.563;1311
132.625;1330
132.688;1352
132.750;1384
132.813;1398
132.875;1359
132.938;1372
133.000;1330
133.063;1311
133.125;1308
133.188;1318
133.250;1308
133.313;1315
133.375;1306
133.438;1303
133.500;1311
133.563;1306
133.625;1298
133.688;1311
133.750;1301
133.813;1315
133.875;1315
133.938;1308
134.000;1320
134.063;1330
134.125;1325
134.188;1318
134.250;1320
134.313;1311
134.375;1325
134.438;1308
134.500;1298
134.563;1313
134.625;1296
134.688;1291
134.750;1298
134.813;1298
134.875;1296
134.938;1306
135.000;1289
135.063;1296
135.125;1301
135.188;1291
135.250;1301
135.313;1303
135.375;1296
135.438;1301
135.500;1289
135.563;1293
135.625;1293
135.688;1286
135.750;1284
135.813;1293
135.875;1284
135.938;1291
136.000;1296
136.063;1313
136.125;1311
136.188;1296
136.250;1306
136.313;1293
136.375;1289
136.438;1281
136.500;1284
136.563;1279
136.625;1289
136.688;1284
136.750;1279
136.813;1286
136.875;1271
136.938;1271
137.000;1289
137.063;1286
137.125;1286
137.188;1340
137.250;1379
137.313;1394
137.375;1350
137.438;1354
137.500;1301
137.563;1276
137.625;1276
137.688;1269
137.750;1279
137.813;1279
137.875;1279
137.938;1274
138.000;1279
138.063;1289
138.125;1286
138.188;1281
138.250;1274
138.313;1276
138.375;1274
138.438;1276
138.500;1271
138.563;1271
138.625;1289
138.688;1291
138.750;1271
138.813;1264
138.875;1264
138.938;1271
139.000;1271
139.063;1269
139.125;1271
139.188;1276
139.250;1269
139.313;1276
139.375;1262
139.438;1276
139.500;1271
139.563;1267
139.625;1259
139.688;1271
139.750;1259
139.813;1269
139.875;1257
139.938;1274
140.000;1271
140.063;1279
140.125;1264
140.188;1279
140.250;1276
140.313;1296
140.375;1289
140.438;1284
140.500;1284
140.563;1279
140.625;1269
140.688;1276
140.750;1279
140.813;1279
140.875;1276
140.938;1267
141.000;1259
141.063;1257
141.125;1271
141.188;1264
141.250;1269
141.313;1269
141.375;1259
141.438;1271
141.500;1257
141.563;1274
141.625;1274
141.688;1271
141.750;1264
141.813;1271
141.875;1269
141.938;1274
142.000;1274
142.063;1267
142.125;1262
142.188;1267
142.250;1257
142.313;1267
142.375;1262
142.438;1269
142.500;1271
142.563;1264
142.625;1271
142.688;1264
142.750;1264
142.813;1257
142.875;1250
142.938;1257
143.000;1264
143.063;1262
143.125;1267
143.188;1271
143.250;1269
143.313;1267
143.375;1262
143.438;1271
143.500;1279
143.563;1267
143.625;1264
143.688;1262
143.750;1267
143.813;1259
143.875;1271
143.938;1267
144.000;1267
144.063;1279
144.125;1279
144.188;1269
144.250;1289
144.313;1286
144.375;1298
144.438;1276
144.500;1279
144.563;1281
144.625;1271
144.688;1269
144.750;1269
144.813;1269
144.875;1279
144.938;1271
145.000;1257
145.063;1262
145.125;1269
145.188;1274
145.250;1271
145.313;1267
145.375;1250
145.438;1271
145.500;1286
145.563;1281
145.625;1276
145.688;1274
145.750;1279
145.813;1276
145.875;1276
145.938;1286
146.000;1289
146.063;1281
146.125;1276
146.188;1279
146.250;1284
146.313;1269
146.375;1264
146.438;1257
146.500;1264
146.563;1259
146.625;1264
146.688;1259
146.750;1269
146.813;1267
146.875;1271
146.938;1281
147.000;1267
147.063;1271
147.125;1271
147.188;1269
