Frequency[MHz];Amplitude RX1[mV] at pwm=100
127.125;1696
127.188;1689
127.250;1708
127.313;1701
127.375;1699
127.438;1718
127.500;1718
127.563;1716
127.625;1713
127.688;1718
127.750;1716
127.813;1723
127.875;1718
127.938;1726
128.000;1735
128.063;1748
128.125;1752
128.188;1762
128.250;1735
128.313;1743
128.375;1730
128.438;1752
128.500;1743
128.563;1733
128.625;1743
128.688;1733
128.750;1730
128.813;1723
128.875;1728
128.938;1735
129.000;1718
129.063;1730
129.125;1706
129.188;1711
129.250;1713
129.313;1716
129.375;1708
129.438;1711
129.500;1716
129.563;1716
129.625;1713
129.688;1699
129.750;1706
129.813;1708
129.875;1696
129.938;1716
130.000;1713
130.063;1704
130.125;1699
130.188;1706
130.250;1711
130.313;1704
130.375;1704
130.438;1706
130.500;1718
130.563;1708
130.625;1706
130.688;1713
130.750;1694
130.813;1699
130.875;1689
130.938;1696
131.000;1689
131.063;1689
131.125;1694
131.188;1694
131.250;1696
131.313;1689
131.375;1696
131.438;1691
131.500;1696
131.563;1694
131.625;1691
131.688;1699
131.750;1701
131.813;1701
131.875;1716
131.938;1738
132.000;1809
132.063;1826
132.125;1838
132.188;1850
132.250;1823
132.313;1784
132.375;1728
132.438;1701
132.500;1674
132.563;1665
132.625;1665
132.688;1647
132.750;1640
132.813;1623
132.875;1625
132.938;1591
133.000;1599
133.063;1596
133.125;1596
133.188;1596
133.250;1586
133.313;1594
133.375;1582
133.438;1601
133.500;1577
133.563;1579
133.625;1562
133.688;1555
133.750;1552
133.813;1523
133.875;1542
133.938;1520
134.000;1525
134.063;1520
134.125;1523
134.188;1525
134.250;1518
134.313;1530
134.375;1518
134.438;1530
134.500;1530
134.563;1533
134.625;1538
134.688;1513
134.750;1540
134.813;1520
134.875;1528
134.938;1538
135.000;1533
135.063;1564
135.125;1528
135.188;1569
135.250;1542
135.313;1545
135.375;1635
135.438;1857
135.500;2050
135.563;2084
135.625;2121
135.688;2124
135.750;2067
135.813;1999
135.875;1813
135.938;1606
136.000;1540
136.063;1545
136.125;1535
136.188;1533
136.250;1528
136.313;1503
136.375;1528
136.438;1513
136.500;1518
136.563;1533
136.625;1525
136.688;1538
136.750;1503
136.813;1525
136.875;1520
136.938;1525
137.000;1506
137.063;1503
137.125;1520
137.188;1499
137.250;1518
137.313;1506
137.375;1516
137.438;1523
137.500;1525
137.563;1545
137.625;1535
137.688;1538
137.750;1511
137.813;1520
137.875;1506
137.938;1501
138.000;1530
138.063;1489
138.125;1516
138.188;1491
138.250;1499
138.313;1516
138.375;1503
138.438;1516
138.500;1516
138.563;1520
138.625;1506
138.688;1528
138.750;1513
138.813;1503
138.875;1518
138.938;1491
139.000;1516
139.063;1506
139.125;1513
139.188;1513
139.250;1506
139.313;1542
139.375;1557
139.438;1555
139.500;1555
139.563;1569
139.625;1574
139.688;1584
139.750;1582
139.813;1560
139.875;1555
139.938;1516
140.000;1528
140.063;1520
140.125;1518
140.188;1528
140.250;1518
140.313;1528
140.375;1530
140.438;1525
140.500;1523
140.563;1525
140.625;1550
140.688;1530
140.750;1530
140.813;1511
140.875;1499
140.938;1486
141.000;1467
141.063;1491
141.125;1474
141.188;1479
141.250;1477
141.313;1477
141.375;1474
141.438;1484
141.500;1513
141.563;1501
141.625;1501
141.688;1530
141.750;1552
141.813;1557
141.875;1555
141.938;1542
142.000;1533
142.063;1496
142.125;1491
142.188;1489
142.250;1491
142.313;1469
142.375;1484
142.438;1474
142.500;1491
142.563;1486
142.625;1484
142.688;1511
142.750;1501
142.813;1506
142.875;1494
142.938;1494
143.000;1506
143.063;1494
143.125;1496
143.188;1481
143.250;1491
143.313;1501
143.375;1516
143.438;1513
143.500;1523
143.563;1523
143.625;1508
143.688;1486
143.750;1474
143.813;1479
143.875;1489
143.938;1501
144.000;1530
144.063;1535
144.125;1547
144.188;1530
144.250;1525
144.313;1516
144.375;1474
144.438;1491
144.500;1474
144.563;1501
144.625;1518
144.688;1643
144.750;1850
144.813;2082
144.875;2287
144.938;2338
145.000;2353
145.063;2358
145.125;2346
145.188;2314
145.250;2199
145.313;1960
145.375;1723
145.438;1552
145.500;1489
145.563;1484
145.625;1479
145.688;1479
145.750;1486
145.813;1464
145.875;1469
145.938;1472
146.000;1486
146.063;1484
146.125;1467
146.188;1469
146.250;1452
146.313;1459
146.375;1445
146.438;1445
146.500;1442
146.563;1452
146.625;1447
146.688;1447
146.750;1445
146.813;1450
146.875;1447
146.938;1457
147.000;1445
147.063;1447
147.125;1440
147.188;1428
147.250;1408
147.313;1406
147.375;1418
147.438;1435
147.500;1440
147.563;1484
147.625;1501
147.688;1440
147.750;1430
147.813;1408
147.875;1403
147.938;1401
148.000;1403
148.063;1411
148.125;1408
148.188;1413
148.250;1425
148.313;1464
148.375;1489
148.438;1516
148.500;1538
148.563;1523
148.625;1516
148.688;1601
148.750;1723
148.813;1760
148.875;1779
148.938;1740
149.000;1694
149.063;1611
149.125;1525
149.188;1540
149.250;1538
149.313;1530
149.375;1516
149.438;1520
149.500;1528
149.563;1538
149.625;1523
149.688;1533
149.750;1547
149.813;1540
149.875;1555
149.938;1628
150.000;1826
150.063;1884
150.125;1938
150.188;1918
150.250;1875
150.313;1791
150.375;1606
150.438;1520
150.500;1489
150.563;1477
150.625;1481
150.688;1452
150.750;1437
150.813;1418
150.875;1423
150.938;1413
151.000;1406
151.063;1389
151.125;1389
151.188;1386
151.250;1398
151.313;1406
151.375;1435
151.438;1452
151.500;1455
151.563;1464
151.625;1459
151.688;1474
151.750;1489
151.813;1516
151.875;1535
151.938;1542
152.000;1547
152.063;1545
152.125;1540
152.188;1545
152.250;1542
152.313;1557
152.375;1582
152.438;1604
152.500;1625
152.563;1655
152.625;1716
152.688;1713
152.750;1762
152.813;1757
152.875;1752
152.938;1745
153.000;1748
153.063;1757
153.125;1757
153.188;1755
153.250;1762
153.313;1772
153.375;1787
153.438;1801
153.500;1801
153.563;1853
153.625;1867
153.688;1896
153.750;1904
153.813;1887
153.875;1882
153.938;1872
154.000;1875
154.063;1870
154.125;1855
154.188;1835
154.250;1826
154.313;1835
154.375;1855
154.438;1865
154.500;1892
154.563;1960
154.625;2138
154.688;2209
154.750;2233
154.813;2253
154.875;2255
154.938;2272
155.000;2280
155.063;2250
155.125;2221
155.188;2180
155.250;2114
155.313;1982
155.375;1914
155.438;1887
155.500;1926
155.563;2097
155.625;2194
155.688;2221
155.750;2248
155.813;2229
155.875;2231
155.938;2292
156.000;2316
156.063;2331
156.125;2314
156.188;2277
156.250;2170
156.313;1979
156.375;1911
156.438;1877
156.500;1860
156.563;1865
156.625;1855
156.688;1882
156.750;1906
156.813;1921
156.875;1931
156.938;1916
157.000;1914
157.063;1901
157.125;1904
157.188;1894
157.250;1872
157.313;1855
157.375;1823
157.438;1816
157.500;1801
157.563;1789
157.625;1779
157.688;1784
157.750;1787
157.813;1789
157.875;1782
157.938;1782
158.000;1787
158.063;1791
158.125;1777
158.188;1762
158.250;1757
158.313;1748
158.375;1738
158.438;1738
158.500;1735
158.563;1738
158.625;1745
158.688;1748
158.750;1755
158.813;1755
158.875;1738
158.938;1728
159.000;1711
159.063;1704
159.125;1694
159.188;1691
159.250;1687
159.313;1682
159.375;1687
159.438;1682
159.500;1694
159.563;1694
159.625;1699
159.688;1721
159.750;1777
159.813;1806
159.875;1840
159.938;1813
160.000;1799
160.063;1784
160.125;1770
160.188;1789
160.250;1796
160.313;1804
160.375;1816
160.438;1818
160.500;1816
160.563;1809
160.625;1821
160.688;1811
160.750;1811
160.813;1811
