Frequency[MHz];Amplitude RX1[mV] at pwm=120
141.625;1567
141.688;1574
141.750;1577
141.813;1601
141.875;1591
141.938;1591
142.000;1616
142.063;1572
142.125;1555
142.188;1557
142.250;1560
142.313;1562
142.375;1557
142.438;1569
142.500;1557
142.563;1562
142.625;1567
142.688;1564
142.750;1574
142.813;1545
142.875;1560
142.938;1538
143.000;1535
143.063;1530
143.125;1552
143.188;1564
143.250;1569
143.313;1586
143.375;1584
143.438;1569
143.500;1557
143.563;1530
143.625;1523
143.688;1513
143.750;1520
143.813;1516
143.875;1533
143.938;1545
144.000;1545
144.063;1547
144.125;1533
144.188;1525
144.250;1499
144.313;1506
144.375;1508
144.438;1494
144.500;1511
144.563;1511
144.625;1533
144.688;1528
144.750;1540
144.813;1523
144.875;1511
144.938;1513
145.000;1508
145.063;1496
145.125;1511
145.188;1523
145.250;1538
145.313;1523
145.375;1538
145.438;1518
145.500;1525
145.563;1528
145.625;1545
145.688;1513
145.750;1540
145.813;1538
145.875;1542
145.938;1555
146.000;1533
146.063;1542
146.125;1535
146.188;1564
146.250;1545
146.313;1528
146.375;1535
146.438;1520
146.500;1525
146.563;1542
146.625;1555
146.688;1582
146.750;1550
146.813;1552
146.875;1584
146.938;1596
147.000;1569
147.063;1560
147.125;1557
147.188;1547
147.250;1550
147.313;1550
147.375;1567
147.438;1586
147.500;1582
147.563;1569
147.625;1550
147.688;1542
147.750;1542
147.813;1545
147.875;1562
147.938;1577
148.000;1606
148.063;1618
148.125;1623
148.188;1601
148.250;1672
148.313;1679
148.375;1667
148.438;1628
148.500;1613
148.563;1601
148.625;1574
148.688;1564
148.750;1557
148.813;1560
148.875;1547
148.938;1562
149.000;1569
149.063;1584
149.125;1599
149.188;1606
149.250;1630
149.313;1601
149.375;1608
149.438;1625
149.500;1621
149.563;1621
149.625;1625
149.688;1616
149.750;1618
149.813;1616
149.875;1630
149.938;1621
150.000;1635
150.063;1613
150.125;1604
150.188;1596
150.250;1584
150.313;1586
150.375;1582
150.438;1572
150.500;1579
150.563;1577
150.625;1582
150.688;1591
150.750;1584
150.813;1574
150.875;1591
150.938;1596
151.000;1601
151.063;1584
151.125;1577
151.188;1562
151.250;1560
151.313;1545
151.375;1560
151.438;1564
151.500;1572
151.563;1552
151.625;1528
151.688;1513
151.750;1508
151.813;1479
151.875;1484
151.938;1479
152.000;1472
152.063;1477
152.125;1484
152.188;1491
152.250;1506
152.313;1523
152.375;1523
152.438;1477
152.500;1455
152.563;1457
152.625;1437
152.688;1442
152.750;1440
152.813;1447
152.875;1447
152.938;1435
153.000;1428
153.063;1440
153.125;1430
153.188;1435
153.250;1442
153.313;1423
153.375;1435
153.438;1440
153.500;1452
153.563;1459
153.625;1464
153.688;1455
153.750;1452
153.813;1452
153.875;1445
153.938;1430
154.000;1445
154.063;1435
154.125;1472
154.188;1450
154.250;1462
154.313;1447
154.375;1450
154.438;1469
154.500;1542
154.563;1589
154.625;1845
154.688;1928
154.750;1967
154.813;1921
154.875;1860
154.938;1843
155.000;1689
155.063;1542
155.125;1518
155.188;1613
155.250;1774
155.313;1921
155.375;2246
155.438;2287
155.500;2304
155.563;2329
155.625;2329
155.688;2375
155.750;2373
155.813;2363
155.875;2285
155.938;2067
156.000;1862
156.063;1669
156.125;1533
156.188;1499
156.250;1562
156.313;1596
156.375;1640
156.438;1650
156.500;1647
156.563;1647
156.625;1586
156.688;1555
156.750;1506
156.813;1457
156.875;1459
156.938;1479
157.000;1477
157.063;1469
157.125;1445
157.188;1457
157.250;1464
157.313;1450
157.375;1457
157.438;1455
157.500;1486
157.563;1472
157.625;1477
157.688;1462
157.750;1452
157.813;1462
157.875;1464
157.938;1462
158.000;1462
158.063;1474
158.125;1472
158.188;1467
158.250;1477
158.313;1486
158.375;1481
158.438;1462
158.500;1455
158.563;1445
158.625;1425
158.688;1425
158.750;1418
158.813;1420
158.875;1416
158.938;1428
159.000;1433
159.063;1428
159.125;1469
159.188;1513
159.250;1467
159.313;1437
159.375;1459
159.438;1506
159.500;1540
159.563;1643
159.625;1643
159.688;1667
159.750;1699
159.813;1633
159.875;1560
159.938;1389
160.000;1372
160.063;1359
160.125;1374
160.188;1350
