Frequency[MHz];Amplitude RX1[mV] at pwm=201
 87.875;1223
 87.938;1223
 88.000;1230
 88.063;1223
 88.125;1225
 88.188;1228
 88.250;1230
 88.313;1242
 88.375;1237
 88.438;1245
 88.500;1447
 88.563;1359
 88.625;1254
 88.688;1257
 88.750;1252
 88.813;1269
 88.875;1247
 88.938;1240
 89.000;1247
 89.063;1218
 89.125;1232
 89.188;1230
 89.250;1230
 89.313;1240
 89.375;1228
 89.438;1267
 89.500;1240
 89.563;1250
 89.625;1242
 89.688;1252
 89.750;1257
 89.813;1240
 89.875;1223
 89.938;1235
 90.000;1228
 90.063;1232
 90.125;1242
 90.188;1228
 90.250;1237
 90.313;1237
 90.375;1237
 90.438;1247
 90.500;1230
 90.563;1228
 90.625;1232
 90.688;1220
 90.750;1254
 90.813;1242
 90.875;1232
 90.938;1232
 91.000;1254
 91.063;1237
 91.125;1235
 91.188;1230
 91.250;1237
 91.313;1213
 91.375;1240
 91.438;1210
 91.500;1223
 91.563;1232
 91.625;1235
 91.688;1237
 91.750;1235
 91.813;1247
 91.875;1232
 91.938;1245
 92.000;1232
 92.063;1250
 92.125;1230
 92.188;1242
 92.250;1228
 92.313;1218
 92.375;1237
 92.438;1242
 92.500;1232
 92.563;1213
 92.625;1237
 92.688;1218
 92.750;1228
 92.813;1230
 92.875;1245
 92.938;1240
 93.000;1391
 93.063;1455
 93.125;1306
 93.188;1245
 93.250;1220
 93.313;1242
 93.375;1230
 93.438;1237
 93.500;1213
 93.563;1228
 93.625;1235
 93.688;1213
 93.750;1230
 93.813;1223
 93.875;1230
 93.938;1235
 94.000;1228
 94.063;1240
 94.125;1235
 94.188;1240
 94.250;1242
 94.313;1240
 94.375;1250
 94.438;1230
 94.500;1230
 94.563;1228
 94.625;1232
 94.688;1247
 94.750;1228
 94.813;1232
 94.875;1232
 94.938;1230
 95.000;1237
 95.063;1223
 95.125;1232
 95.188;1242
 95.250;1252
 95.313;1242
 95.375;1235
 95.438;1235
 95.500;1232
 95.563;1228
 95.625;1245
 95.688;1232
 95.750;1223
 95.813;1225
 95.875;1228
 95.938;1208
 96.000;1235
 96.063;1242
 96.125;1242
 96.188;1235
 96.250;1252
 96.313;1254
 96.375;1240
 96.438;1230
 96.500;1228
 96.563;1235
 96.625;1242
 96.688;1247
 96.750;1245
 96.813;1257
 96.875;1230
 96.938;1235
 97.000;1230
 97.063;1228
 97.125;1223
 97.188;1230
 97.250;1237
 97.313;1252
 97.375;1223
 97.438;1230
 97.500;1250
 97.563;1235
 97.625;1247
 97.688;1232
 97.750;1235
 97.813;1225
 97.875;1218
 97.938;1228
 98.000;1235
 98.063;1225
 98.125;1228
 98.188;1218
 98.250;1232
 98.313;1230
 98.375;1242
 98.438;1240
 98.500;1257
 98.563;1254
 98.625;1232
 98.688;1250
 98.750;1237
 98.813;1240
 98.875;1242
 98.938;1250
 99.000;1223
 99.063;1220
 99.125;1223
 99.188;1215
 99.250;1228
 99.313;1218
 99.375;1225
 99.438;1228
 99.500;1225
 99.563;1281
 99.625;1257
 99.688;1230
 99.750;1223
 99.813;1232
 99.875;1237
 99.938;1220
100.000;1223
100.063;1242
100.125;1242
100.188;1228
100.250;1230
100.313;1240
100.375;1230
100.438;1228
100.500;1230
100.563;1218
100.625;1220
100.688;1237
100.750;1232
100.813;1250
100.875;1235
100.938;1228
101.000;1235
101.063;1240
101.125;1240
101.188;1230
101.250;1240
101.313;1218
101.375;1237
101.438;1206
101.500;1230
101.563;1232
101.625;1240
101.688;1237
101.750;1245
101.813;1245
101.875;1250
101.938;1240
102.000;1245
102.063;1250
102.125;1240
102.188;1220
102.250;1230
102.313;1218
102.375;1237
102.438;1218
102.500;1232
102.563;1240
102.625;1235
102.688;1213
102.750;1232
102.813;1237
102.875;1232
102.938;1254
103.000;1250
103.063;1242
103.125;1252
103.188;1247
103.250;1237
103.313;1218
103.375;1230
103.438;1223
103.500;1208
103.563;1235
103.625;1225
103.688;1250
103.750;1232
103.813;1240
103.875;1242
103.938;1228
104.000;1240
104.063;1232
104.125;1237
104.188;1228
104.250;1230
104.313;1235
104.375;1245
104.438;1242
104.500;1232
104.563;1218
104.625;1232
104.688;1220
104.750;1220
104.813;1237
104.875;1240
104.938;1220
105.000;1230
105.063;1240
105.125;1230
105.188;1242
105.250;1225
105.313;1242
105.375;1259
105.438;1240
105.500;1232
105.563;1218
105.625;1230
105.688;1237
105.750;1242
105.813;1225
105.875;1254
105.938;1228
106.000;1218
106.063;1235
106.125;1223
106.188;1223
106.250;1245
106.313;1240
106.375;1223
106.438;1230
106.500;1215
106.563;1230
106.625;1250
106.688;1220
106.750;1250
106.813;1237
106.875;1237
106.938;1230
107.000;1232
107.063;1220
107.125;1225
107.188;1223
107.250;1208
107.313;1232
107.375;1225
107.438;1230
107.500;1240
107.563;1245
107.625;1235
107.688;1250
107.750;1247
107.813;1232
107.875;1242
107.938;1228
108.000;1274
108.063;1247
108.125;1245
108.188;1250
108.250;1237
108.313;1225
108.375;1237
108.438;1240
108.500;1232
108.563;1242
108.625;1230
108.688;1242
108.750;1247
108.813;1232
108.875;1237
108.938;1230
109.000;1232
109.063;1225
109.125;1240
109.188;1220
109.250;1232
109.313;1218
109.375;1220
109.438;1213
109.500;1240
109.563;1240
109.625;1230
109.688;1230
109.750;1232
109.813;1237
109.875;1247
109.938;1228
110.000;1228
110.063;1237
110.125;1235
110.188;1245
110.250;1228
110.313;1218
110.375;1242
110.438;1230
110.500;1215
110.563;1232
110.625;1381
110.688;1298
110.750;1252
110.813;1237
110.875;1242
110.938;1240
111.000;1240
111.063;1254
111.125;1257
111.188;1218
111.250;1232
111.313;1213
111.375;1225
111.438;1232
111.500;1223
111.563;1218
111.625;1240
111.688;1230
111.750;1232
111.813;1220
111.875;1223
111.938;1240
112.000;1228
112.063;1232
112.125;1252
112.188;1240
112.250;1250
112.313;1223
112.375;1235
112.438;1213
112.500;1220
112.563;1208
112.625;1220
112.688;1223
112.750;1228
112.813;1235
112.875;1228
112.938;1240
113.000;1247
113.063;1245
113.125;1245
113.188;1252
113.250;1230
113.313;1218
113.375;1242
113.438;1215
113.500;1230
113.563;1213
113.625;1215
113.688;1225
113.750;1240
113.813;1218
113.875;1232
113.938;1242
114.000;1218
114.063;1237
114.125;1220
114.188;1237
114.250;1250
114.313;1228
114.375;1228
114.438;1235
114.500;1215
114.563;1235
114.625;1230
114.688;1223
114.750;1230
114.813;1232
114.875;1237
114.938;1215
115.000;1225
115.063;1218
115.125;1247
115.188;1215
115.250;1252
115.313;1247
115.375;1235
115.438;1240
115.500;1218
115.563;1230
115.625;1247
115.688;1232
115.750;1230
115.813;1242
115.875;1237
115.938;1220
116.000;1242
116.063;1223
116.125;1223
116.188;1232
116.250;1235
116.313;1225
116.375;1215
116.438;1232
116.500;1252
116.563;1232
116.625;1250
116.688;1220
116.750;1230
116.813;1228
116.875;1228
116.938;1223
117.000;1228
117.063;1235
117.125;1228
117.188;1215
117.250;1225
117.313;1210
117.375;1228
117.438;1237
117.500;1210
117.563;1245
117.625;1220
117.688;1230
117.750;1225
117.813;1232
117.875;1223
117.938;1223
118.000;1230
118.063;1218
118.125;1232
118.188;1232
118.250;1225
118.313;1577
118.375;1513
118.438;1257
118.500;1223
118.563;1232
118.625;1252
118.688;1230
118.750;1262
118.813;1242
118.875;1232
118.938;1225
119.000;1237
119.063;1237
119.125;1242
119.188;1230
119.250;1220
119.313;1232
119.375;1230
119.438;1228
119.500;1218
119.563;1220
119.625;1220
119.688;1235
119.750;1242
119.813;1237
119.875;1223
119.938;1237
120.000;1228
120.063;1220
120.125;1240
120.188;1225
120.250;1213
120.313;1210
120.375;1232
120.438;1230
120.500;1228
120.563;1218
120.625;1225
120.688;1225
120.750;1240
120.813;1215
120.875;1225
120.938;1232
121.000;1240
121.063;1228
121.125;1225
121.188;1230
121.250;1230
121.313;1230
121.375;1225
121.438;1230
121.500;1225
121.563;1208
121.625;1215
121.688;1235
121.750;1252
121.813;1240
121.875;1242
121.938;1228
122.000;1235
122.063;1228
122.125;1242
122.188;1223
122.250;1230
122.313;1225
122.375;1220
122.438;1225
122.500;1215
122.563;1218
122.625;1215
122.688;1230
122.750;1242
122.813;1223
122.875;1225
122.938;1228
123.000;1230
123.063;1230
123.125;1247
123.188;1228
123.250;1237
123.313;1232
123.375;1237
123.438;1237
123.500;1220
123.563;1230
123.625;1228
123.688;1218
123.750;1247
123.813;1242
123.875;1215
123.938;1230
124.000;1240
124.063;1247
124.125;1240
124.188;1225
124.250;1235
124.313;1225
124.375;1232
124.438;1240
124.500;1223
124.563;1240
124.625;1237
124.688;1245
124.750;1235
124.813;1225
124.875;1213
124.938;1230
125.000;1225
125.063;1228
125.125;1215
125.188;1235
125.250;1240
125.313;1232
125.375;1220
125.438;1237
125.500;1228
125.563;1213
125.625;1232
125.688;1232
125.750;1240
125.813;1220
125.875;1223
125.938;1230
126.000;1230
126.063;1220
126.125;1215
126.188;1357
126.250;1616
126.313;1486
126.375;1250
126.438;1240
126.500;1240
126.563;1245
126.625;1232
126.688;1250
126.750;1210
126.813;1208
126.875;1240
126.938;1228
127.000;1225
127.063;1230
127.125;1215
127.188;1230
127.250;1228
127.313;1228
127.375;1245
127.438;1223
127.500;1228
127.563;1225
127.625;1220
127.688;1228
127.750;1252
127.813;1240
127.875;1220
127.938;1230
128.000;1228
128.063;1220
128.125;1208
128.188;1223
128.250;1206
128.313;1230
128.375;1218
128.438;1213
128.500;1240
128.563;1240
128.625;1218
128.688;1220
128.750;1250
128.813;1232
128.875;1230
128.938;1232
129.000;1228
129.063;1223
129.125;1213
129.188;1228
129.250;1218
129.313;1220
129.375;1230
129.438;1223
129.500;1210
129.563;1228
129.625;1237
129.688;1225
129.750;1220
129.813;1237
129.875;1237
129.938;1232
130.000;1215
130.063;1230
130.125;1237
130.188;1215
130.250;1228
130.313;1218
130.375;1218
130.438;1213
130.500;1225
130.563;1210
130.625;1225
130.688;1223
130.750;1230
130.813;1237
130.875;1254
130.938;1230
131.000;1220
131.063;1237
131.125;1250
131.188;1220
131.250;1220
131.313;1235
131.375;1232
131.438;1232
131.500;1235
131.563;1232
131.625;1218
131.688;1208
131.750;1230
131.813;1242
131.875;1215
131.938;1235
132.000;1203
132.063;1213
132.125;1247
132.188;1232
132.250;1230
132.313;1237
132.375;1225
132.438;1228
132.500;1228
132.563;1215
132.625;1242
132.688;1232
132.750;1323
132.813;1259
132.875;1225
132.938;1225
133.000;1237
133.063;1220
133.125;1215
133.188;1232
133.250;1242
133.313;1225
133.375;1232
133.438;1228
133.500;1203
133.563;1232
133.625;1210
133.688;1210
133.750;1215
133.813;1228
133.875;1215
133.938;1228
134.000;1223
134.063;1245
134.125;1237
134.188;1240
134.250;1228
134.313;1228
134.375;1225
134.438;1237
134.500;1218
134.563;1218
134.625;1230
134.688;1237
134.750;1242
134.813;1223
134.875;1213
134.938;1220
135.000;1225
135.063;1210
135.125;1220
135.188;1235
135.250;1232
