Frequency[MHz];Amplitude RX1[mV] at pwm=120
 98.688;2241
 98.750;1962
 98.813;2048
 98.875;2124
 98.938;2263
 99.000;2202
 99.063;2177
 99.125;2165
 99.188;1992
 99.250;1750
 99.313;1684
 99.375;1752
 99.438;1997
 99.500;2111
 99.563;2124
 99.625;2104
 99.688;2001
 99.750;2075
 99.813;1745
 99.875;1831
 99.938;1728
100.000;1784
100.063;1750
100.125;1748
100.188;1777
100.250;1892
100.313;1977
100.375;2023
100.438;1982
100.500;1965
100.563;1835
100.625;1784
100.688;1782
100.750;1860
100.813;1933
100.875;1955
100.938;1950
101.000;1975
101.063;2143
101.125;2236
101.188;2248
101.250;2214
101.313;2197
101.375;2006
101.438;1865
101.500;1872
101.563;1899
101.625;1904
101.688;1853
101.750;1789
101.813;1799
101.875;1936
101.938;2084
102.000;2055
102.063;2001
102.125;1970
102.188;1904
102.250;1933
102.313;1967
102.375;1875
102.438;1794
102.500;1804
102.563;1862
102.625;2033
102.688;2150
102.750;2209
102.813;2202
102.875;2145
102.938;1999
103.000;1865
103.063;1865
103.125;1992
103.188;2089
103.250;2163
103.313;2153
103.375;2097
103.438;2004
103.500;1838
103.563;1823
103.625;1835
103.688;1804
103.750;1867
103.813;1984
103.875;2229
103.938;2214
104.000;2263
104.063;2204
104.125;2048
104.188;1921
104.250;1816
104.313;1823
104.375;1755
104.438;1779
104.500;1796
104.563;1779
104.625;1967
104.688;2036
104.750;2092
104.813;2106
104.875;2019
104.938;1865
105.000;1804
105.063;1840
105.125;2033
105.188;2097
105.250;2214
105.313;2187
105.375;2148
105.438;2058
105.500;2001
105.563;2043
105.625;2062
105.688;2011
105.750;1948
105.813;2133
105.875;2238
105.938;2277
106.000;2282
106.063;2255
106.125;2219
106.188;2031
106.250;1982
106.313;1977
106.375;2019
106.438;1955
106.500;1943
106.563;1901
106.625;2099
106.688;2290
106.750;2302
106.813;2304
106.875;2282
106.938;2231
107.000;2109
107.063;1958
107.125;1936
107.188;1945
107.250;1889
107.313;1896
107.375;1926
107.438;2055
107.500;2202
107.563;2241
107.625;2224
107.688;2165
107.750;2014
107.813;1892
107.875;1745
107.938;1757
108.000;1740
108.063;1665
108.125;1718
108.188;1645
108.250;1865
108.313;1989
108.375;1977
108.438;1970
108.500;1872
108.563;1638
108.625;1643
108.688;1572
108.750;1574
108.813;1564
108.875;1613
108.938;1577
109.000;1577
109.063;1591
109.125;1647
109.188;1645
109.250;1669
109.313;1577
109.375;1608
109.438;1569
109.500;1572
109.563;1545
109.625;1560
109.688;1557
109.750;1545
109.813;1567
109.875;1552
109.938;1555
110.000;1586
110.063;1579
110.125;1594
110.188;1604
110.250;1623
110.313;1633
110.375;1625
110.438;1604
110.500;1599
110.563;1589
110.625;1596
110.688;1618
110.750;1638
110.813;1635
110.875;1657
110.938;1645
111.000;1633
111.063;1630
111.125;1599
111.188;1601
111.250;1564
111.313;1567
111.375;1577
111.438;1604
111.500;1601
111.563;1625
111.625;1621
111.688;1638
111.750;1611
111.813;1572
111.875;1533
111.938;1511
112.000;1503
112.063;1513
112.125;1523
112.188;1535
112.250;1564
112.313;1562
112.375;1560
112.438;1542
112.500;1533
112.563;1516
112.625;1503
112.688;1474
112.750;1484
112.813;1477
112.875;1533
112.938;1516
113.000;1513
113.063;1508
113.125;1535
113.188;1499
113.250;1496
113.313;1472
113.375;1491
113.438;1477
113.500;1474
113.563;1447
113.625;1450
113.688;1442
113.750;1462
113.813;1447
113.875;1455
113.938;1457
114.000;1428
114.063;1450
114.125;1442
114.188;1423
114.250;1452
114.313;1442
114.375;1442
114.438;1425
114.500;1398
114.563;1396
114.625;1389
114.688;1398
114.750;1403
114.813;1440
114.875;1420
114.938;1425
115.000;1433
115.063;1416
115.125;1437
115.188;1406
115.250;1403
115.313;1396
115.375;1411
115.438;1401
115.500;1391
115.563;1398
115.625;1391
115.688;1406
115.750;1418
115.813;1391
115.875;1391
115.938;1362
116.000;1367
116.063;1369
116.125;1381
116.188;1374
116.250;1396
116.313;1411
116.375;1425
116.438;1433
116.500;1386
116.563;1384
116.625;1357
116.688;1337
116.750;1391
116.813;1376
116.875;1376
116.938;1416
117.000;1401
117.063;1391
117.125;1401
117.188;1364
117.250;1359
117.313;1374
117.375;1335
117.438;1357
117.500;1369
117.563;1354
117.625;1364
117.688;1359
117.750;1367
117.813;1384
117.875;1357
117.938;1357
118.000;1477
118.063;1533
118.125;1503
118.188;1481
118.250;1501
118.313;1413
118.375;1394
118.438;1362
118.500;1384
118.563;1359
118.625;1350
